system:index,availability_status,figure_id,is_valid_month,month,month_of_year,pollutant,processing_branch,support_count_mean,support_count_median,support_count_p10,support_count_p90,system_time_start,temporal_support_fraction_mean,temporal_support_mode,valid_area_percent,year,.geo
1_1_1_2_00000000000000000012,VALID,FIG_7,1,2021-07,7,NO2,NO2_DAILY_FIRST_LEVEL1,21.832322459074305,22.000000000000004,20.0,23.999999999999993,1625097600000,0.7042684593197245,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000014,VALID,FIG_7,1,2021-07,7,CO,CO_DAILY_FIRST,26.439134083146847,27.000000000000007,24.999999999999996,28.0,1625097600000,0.8528752853871688,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000016,VALID,FIG_7,1,2021-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,34.60626268483618,35.0,33.0,37.0,1627776000000,,VALID_ORBITAL_OBSERVATIONS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000015,VALID,FIG_7,1,2021-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,26.531334648451296,26.999999999999993,24.99999999999998,27.999999999999993,1627776000000,0.8558494956176117,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000017,VALID,FIG_7,1,2021-08,8,CO,CO_DAILY_FIRST,27.069021611117645,26.999999999999996,25.000000000000004,28.99999999999999,1627776000000,0.8731942337329675,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001a,VALID,FIG_7,1,2021-09,9,CO,CO_DAILY_FIRST,18.596521316688246,18.99999999999999,16.999999999999996,20.000000000000004,1630454400000,0.61988405104362,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000018,VALID,FIG_7,1,2021-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,16.408447179366377,16.0,15.000000000000004,17.999999999999996,1630454400000,0.5469482509036965,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000019,VALID,FIG_7,1,2021-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,20.017686285879964,20.0,19.0,21.0,1630454400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001c,VALID,FIG_7,1,2021-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,13.77094810089881,14.0,12.0,15.0,1633046400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001d,VALID,FIG_7,1,2021-10,10,CO,CO_DAILY_FIRST,20.865578259333407,21.000000000000004,19.0,23.0,1633046400000,0.6730831658239296,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001b,VALID,FIG_7,1,2021-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,22.70113944176186,23.000000000000004,22.0,24.0,1633046400000,0.7322948166154849,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000020,VALID,FIG_7,1,2021-11,11,CO,CO_DAILY_FIRST,21.743367977858902,21.999999999999996,20.000000000000007,23.000000000000004,1635724800000,0.7247789346068628,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001e,VALID,FIG_7,1,2021-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,13.870090389824513,13.999999999999996,12.000000000000002,15.0,1635724800000,0.46233635075335955,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001f,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2021-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1635724800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000022,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2021-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1638316800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000023,VALID,FIG_7,1,2021-12,12,CO,CO_DAILY_FIRST,18.939318101519245,18.999999999999986,16.999999999999996,20.999999999999993,1638316800000,0.6109457429822662,VALID_DAYS,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000021,VALID,FIG_7,1,2021-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,1.688552585090095,2.0,0.0,2.0,1638316800000,0.054469436605396965,VALID_DAYS,88.41673557971241,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000002,VALID,FIG_7,1,2022-01,1,CO,CO_DAILY_FIRST,21.047381050524066,20.999999999999996,20.00000000000001,22.999999999999996,1640995200000,0.6789477696665749,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000001,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2022-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1640995200000,,VALID_ORBITAL_OBSERVATIONS,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000000,VALID,FIG_7,1,2022-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,2.5917441997409054,3.0,1.0,3.0,1640995200000,0.08360464911293243,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000004,VALID,FIG_7,1,2022-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,4.803711220643665,5.0,3.0,6.0,1643673600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000005,VALID,FIG_7,1,2022-02,2,CO,CO_DAILY_FIRST,17.66808974207984,17.999999999999996,16.0,18.999999999999993,1643673600000,0.6310032022639385,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000003,VALID,FIG_7,1,2022-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,10.137358673890013,9.999999999999993,8.999999999999998,10.999999999999998,1643673600000,0.36204852300906976,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000008,VALID,FIG_7,1,2022-03,3,CO,CO_DAILY_FIRST,21.084125839123764,20.999999999999993,18.999999999999993,22.999999999999996,1646092800000,0.680133085668494,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000007,VALID,FIG_7,1,2022-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,18.454334589736156,19.0,18.0,19.0,1646092800000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000006,VALID,FIG_7,1,2022-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,16.955931280179005,17.0,16.0,18.0,1646092800000,0.546965521971645,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000009,VALID,FIG_7,1,2022-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,11.018158932987863,10.999999999999993,8.999999999999998,12.999999999999998,1648771200000,0.367271972107769,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000b,VALID,FIG_7,1,2022-04,4,CO,CO_DAILY_FIRST,16.84441614650806,17.000000000000004,14.999999999999995,19.0,1648771200000,0.5614805453428532,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000a,VALID,FIG_7,1,2022-04,4,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,11.447665990142069,11.0,10.0,13.0,1648771200000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000c,VALID,FIG_7,1,2022-05,5,NO2,NO2_DAILY_FIRST_LEVEL1,12.293119185019437,12.0,10.999999999999998,13.999999999999996,1651363200000,0.396552219956643,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000d,VALID,FIG_7,1,2022-05,5,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,19.375181211945492,19.0,18.0,21.0,1651363200000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000e,VALID,FIG_7,1,2022-05,5,CO,CO_DAILY_FIRST,17.34303968908255,17.000000000000004,16.0,18.999999999999996,1651363200000,0.5594528902994635,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000011,VALID,FIG_7,1,2022-06,6,CO,CO_DAILY_FIRST,25.107901012837115,25.000000000000014,23.999999999999993,25.999999999999986,1654041600000,0.8369300261775154,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000010,VALID,FIG_7,1,2022-06,6,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,26.681066975935053,27.0,25.0,28.0,1654041600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000f,VALID,FIG_7,1,2022-06,6,NO2,NO2_DAILY_FIRST_LEVEL1,17.721690613590862,18.0,16.0,19.999999999999996,1654041600000,0.59072302929055,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000014,VALID,FIG_7,1,2022-07,7,CO,CO_DAILY_FIRST,27.53117271228359,27.999999999999982,24.999999999999996,28.999999999999996,1656633600000,0.888102336486922,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000013,VALID,FIG_7,1,2022-07,7,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,27.508843142939977,27.0,25.0,31.0,1656633600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000012,VALID,FIG_7,1,2022-07,7,NO2,NO2_DAILY_FIRST_LEVEL1,19.73226798963607,19.999999999999982,18.000000000000004,21.999999999999993,1656633600000,0.636524768904011,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000017,VALID,FIG_7,1,2022-08,8,CO,CO_DAILY_FIRST,20.42662083382402,20.00000000000001,19.000000000000004,21.999999999999996,1659312000000,0.6589232471861152,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000015,VALID,FIG_7,1,2022-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,20.40157961370864,20.000000000000007,18.999999999999996,22.000000000000004,1659312000000,0.658115469269387,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000016,VALID,FIG_7,1,2022-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,26.920266743983763,27.0,25.0,28.0,1659312000000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000018,VALID,FIG_7,1,2022-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,10.70715316217171,11.0,8.0,12.999999999999995,1661990400000,0.3569051131138633,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001a,VALID,FIG_7,1,2022-09,9,CO,CO_DAILY_FIRST,14.776542810034142,14.999999999999991,12.999999999999996,16.999999999999996,1661990400000,0.4925514330464251,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000019,VALID,FIG_7,1,2022-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,11.082922586256883,11.0,9.0,13.0,1661990400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001d,VALID,FIG_7,1,2022-10,10,CO,CO_DAILY_FIRST,18.73212077493815,18.999999999999996,17.0,20.000000000000007,1664582400000,0.6042619571903598,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001b,VALID,FIG_7,1,2022-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,16.100474031327288,16.0,14.0,18.0,1664582400000,0.519370124632447,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001c,VALID,FIG_7,1,2022-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,15.246158306755584,15.0,14.0,16.0,1664582400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000020,VALID,FIG_7,1,2022-11,11,CO,CO_DAILY_FIRST,18.34680102461429,19.00000000000001,16.999999999999993,19.00000000000001,1667260800000,0.6115600381429551,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001f,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2022-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1667260800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001e,VALID,FIG_7,1,2022-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,5.8966626427982565,6.000000000000002,4.999999999999997,7.0,1667260800000,0.19655542504386808,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000023,VALID,FIG_7,1,2022-12,12,CO,CO_DAILY_FIRST,15.193683017312443,15.000000000000007,11.999999999999998,17.000000000000007,1669852800000,0.490118798139628,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000021,VALID,FIG_7,1,2022-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,8.445802908962426,8.999999999999996,6.999999999999999,8.999999999999996,1669852800000,0.27244524700831885,VALID_DAYS,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000022,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2022-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1669852800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000001,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2023-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1672531200000,,VALID_ORBITAL_OBSERVATIONS,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000000,VALID,FIG_7,1,2023-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,8.320228771640563,8.0,8.0,9.0,1672531200000,0.26839446850575555,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000002,VALID,FIG_7,1,2023-01,1,CO,CO_DAILY_FIRST,21.773156871982106,22.000000000000018,19.999999999999993,23.999999999999986,1672531200000,0.7023598917851758,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000004,VALID,FIG_7,1,2023-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,2.966666666666667,3.0,2.0,4.0,1675209600000,,VALID_ORBITAL_OBSERVATIONS,99.80334247710296,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000003,VALID,FIG_7,1,2023-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,9.199380226121768,10.0,6.0,10.0,1675209600000,0.3285492967197567,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000005,VALID,FIG_7,1,2023-02,2,CO,CO_DAILY_FIRST,21.029067542103395,21.000000000000007,19.000000000000004,21.999999999999993,1675209600000,0.751038120201154,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000007,VALID,FIG_7,1,2023-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,18.98811249637576,19.0,17.0,21.0,1677628800000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000008,VALID,FIG_7,1,2023-03,3,CO,CO_DAILY_FIRST,14.869538334707327,15.000000000000005,12.999999999999996,17.000000000000004,1677628800000,0.47966251590964487,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000006,VALID,FIG_7,1,2023-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,15.043163349428793,14.99999999999999,14.0,16.0,1677628800000,0.48526331939056744,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000009,VALID,FIG_7,1,2023-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,4.79345041808974,4.999999999999998,2.999999999999999,5.999999999999997,1680307200000,0.1597816843352246,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000b,VALID,FIG_7,1,2023-04,4,CO,CO_DAILY_FIRST,11.0541529266282,11.0,9.000000000000002,12.999999999999998,1680307200000,0.3684717721194243,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000a,VALID,FIG_7,1,2023-04,4,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,6.411713540156568,7.0,4.0,8.0,1680307200000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000c,VALID,FIG_7,1,2023-05,5,NO2,NO2_DAILY_FIRST_LEVEL1,14.3232981980921,13.999999999999993,13.0,16.0,1682899200000,0.46204186505984113,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000e,VALID,FIG_7,1,2023-05,5,CO,CO_DAILY_FIRST,21.40360381580496,21.0,19.999999999999993,23.0,1682899200000,0.6904388270239397,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000d,VALID,FIG_7,1,2023-05,5,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,22.61988982313714,23.0,21.0,25.0,1682899200000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000f,VALID,FIG_7,1,2023-06,6,NO2,NO2_DAILY_FIRST_LEVEL1,15.722728477211156,16.0,12.999999999999996,18.0,1685577600000,0.5240909579565249,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000010,VALID,FIG_7,1,2023-06,6,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,26.148158886633805,26.0,23.0,29.0,1685577600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000011,VALID,FIG_7,1,2023-06,6,CO,CO_DAILY_FIRST,22.06705629490047,21.999999999999996,20.0,23.999999999999996,1685577600000,0.7355685431214933,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000014,VALID,FIG_7,1,2023-07,7,CO,CO_DAILY_FIRST,22.918685961606396,23.000000000000007,20.999999999999996,24.99999999999998,1688169600000,0.7393124440515786,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000012,VALID,FIG_7,1,2023-07,7,NO2,NO2_DAILY_FIRST_LEVEL1,20.91671328465433,21.000000000000004,18.0,23.000000000000004,1688169600000,0.6747326802915552,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000013,VALID,FIG_7,1,2023-07,7,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,27.751812119454915,28.0,26.0,30.0,1688169600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000015,VALID,FIG_7,1,2023-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,27.692556824873396,28.000000000000007,27.000000000000004,29.0,1690848000000,0.8933082727908198,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000016,VALID,FIG_7,1,2023-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,36.93302406494635,37.0,34.0,39.0,1690848000000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000017,VALID,FIG_7,1,2023-08,8,CO,CO_DAILY_FIRST,26.777411376751846,27.000000000000004,24.999999999999993,27.999999999999993,1690848000000,0.863787452035603,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000018,VALID,FIG_7,1,2023-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,27.05408668001414,27.000000000000018,26.0,27.999999999999982,1693526400000,0.9018028790054216,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000019,VALID,FIG_7,1,2023-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,39.779646274282406,40.0,38.0,41.0,1693526400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001a,VALID,FIG_7,1,2023-09,9,CO,CO_DAILY_FIRST,23.5633759274526,23.999999999999993,21.0,25.999999999999996,1693526400000,0.785445862069871,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001d,VALID,FIG_7,1,2023-10,10,CO,CO_DAILY_FIRST,18.325565304439994,18.000000000000004,16.0,20.999999999999996,1696118400000,0.5911472637845556,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001c,VALID,FIG_7,1,2023-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,18.454044650623363,18.0,18.0,19.0,1696118400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001b,VALID,FIG_7,1,2023-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,22.11600518195737,22.999999999999996,19.999999999999993,22.999999999999996,1696118400000,0.7134195177581897,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000020,VALID,FIG_7,1,2023-11,11,CO,CO_DAILY_FIRST,13.121628783417725,13.000000000000004,10.999999999999998,14.999999999999991,1698796800000,0.4373876304539983,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001e,VALID,FIG_7,1,2023-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,7.274003356495111,7.000000000000003,5.999999999999999,8.0,1698796800000,0.2424667846933999,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001f,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2023-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1698796800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000021,VALID,FIG_7,1,2023-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,5.447289777411378,5.0,5.0,6.0,1701388800000,0.17571901984095148,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000023,VALID,FIG_7,1,2023-12,12,CO,CO_DAILY_FIRST,17.387925450476963,18.0,13.0,21.0,1701388800000,0.5609008134049326,VALID_DAYS,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000022,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2023-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1701388800000,,VALID_ORBITAL_OBSERVATIONS,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,VALID,FIG_7,1,2024-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,6.2565952184666145,6.000000000000001,5.0,7.000000000000002,1704067200000,0.20182564619372734,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2024-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1704067200000,,VALID_ORBITAL_OBSERVATIONS,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,VALID,FIG_7,1,2024-01,1,CO,CO_DAILY_FIRST,18.589028088564355,19.0,16.0,20.999999999999993,1704067200000,0.5996460627414348,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000004,VALID,FIG_7,1,2024-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,4.055668309654973,4.0,2.0,5.0,1706745600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005,VALID,FIG_7,1,2024-02,2,CO,CO_DAILY_FIRST,11.514095807325406,11.0,8.999999999999998,14.999999999999998,1706745600000,0.3970377840692474,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003,VALID,FIG_7,1,2024-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,7.496717112236489,8.0,5.999999999999996,8.0,1706745600000,0.25850748537774504,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008,VALID,FIG_7,1,2024-03,3,CO,CO_DAILY_FIRST,12.244265987516195,12.0,10.0,14.0,1709251200000,0.3949763104128722,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006,VALID,FIG_7,1,2024-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,13.811646154752085,14.0,12.999999999999995,14.0,1709251200000,0.4455369594559016,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
