system:index,AOI_mean_mol_m2,AOI_median_mol_m2,AOI_p90_mol_m2,availability_status,figure_id,is_valid_month,month,month_of_year,month_start,pollutant,pollutant_long_name,system_time_start,unit,valid_area_percent,year,.geo
2_00000000000000000013,1.0723953708419643E-5,-5.687636075890623E-6,1.2192643771413714E-4,VALID,FIG_3,1,2024-07,7,2024-07-01,SO2,Sulfur dioxide column number density,1719792000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016,8.461295971256866E-5,8.6809421190992E-5,1.6281210992019624E-4,VALID,FIG_3,1,2024-08,8,2024-08-01,SO2,Sulfur dioxide column number density,1722470400000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000017,0.03825519207075059,0.03824725017468389,0.03867074073854115,VALID,FIG_3,1,2024-08,8,2024-08-01,CO,Carbon monoxide column number density,1722470400000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015,3.247748024282755E-5,3.2265498821370206E-5,3.938491435373933E-5,VALID,FIG_3,1,2024-08,8,2024-08-01,NO2,Tropospheric nitrogen dioxide column number density,1722470400000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019,1.4919900956223325E-4,1.472213916713372E-4,2.2891812841407955E-4,VALID,FIG_3,1,2024-09,9,2024-09-01,SO2,Sulfur dioxide column number density,1725148800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000018,3.6325435033426446E-5,3.513993090910191E-5,4.5637159928446636E-5,VALID,FIG_3,1,2024-09,9,2024-09-01,NO2,Tropospheric nitrogen dioxide column number density,1725148800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001a,0.035709968522670825,0.03577615197548159,0.036264099180698395,VALID,FIG_3,1,2024-09,9,2024-09-01,CO,Carbon monoxide column number density,1725148800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001d,0.0327596846586676,0.03269292894239334,0.03348488666561266,VALID,FIG_3,1,2024-10,10,2024-10-01,CO,Carbon monoxide column number density,1727740800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001b,4.054737927518976E-5,4.105142267355998E-5,4.587313486805593E-5,VALID,FIG_3,1,2024-10,10,2024-10-01,NO2,Tropospheric nitrogen dioxide column number density,1727740800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001c,6.105755267996721E-4,6.072326796129346E-4,8.255285792984068E-4,VALID,FIG_3,1,2024-10,10,2024-10-01,SO2,Sulfur dioxide column number density,1727740800000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000020,0.03299046399346786,0.03284548490120997,0.03382017413210467,VALID,FIG_3,1,2024-11,11,2024-11-01,CO,Carbon monoxide column number density,1730419200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2024-11,11,2024-11-01,SO2,Sulfur dioxide column number density,1730419200000,mol/m2,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001e,3.46631596994945E-5,3.495332400785701E-5,4.162850081612749E-5,VALID,FIG_3,1,2024-11,11,2024-11-01,NO2,Tropospheric nitrogen dioxide column number density,1730419200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000023,0.03444355818551696,0.03446021969001795,0.03487427905201912,VALID,FIG_3,1,2024-12,12,2024-12-01,CO,Carbon monoxide column number density,1733011200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000021,4.7575848911207474E-5,4.756630792999253E-5,6.0857104472233914E-5,VALID,FIG_3,1,2024-12,12,2024-12-01,NO2,Tropospheric nitrogen dioxide column number density,1733011200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000022,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2024-12,12,2024-12-01,SO2,Sulfur dioxide column number density,1733011200000,mol/m2,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
