system:index,AOI_mean_mol_m2,AOI_median_mol_m2,AOI_p90_mol_m2,availability_status,figure_id,is_valid_month,month,month_of_year,month_start,pollutant,pollutant_long_name,system_time_start,unit,valid_area_percent,year,.geo
1_1_1_2_00000000000000000018,5.599220432406067E-5,5.0768341937869925E-5,8.131158381094416E-5,VALID,FIG_3,1,2021-09,9,2021-09-01,NO2,Tropospheric nitrogen dioxide column number density,1630454400000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000019,2.822083596277826E-4,2.644016349222511E-4,4.8251613043248653E-4,VALID,FIG_3,1,2021-09,9,2021-09-01,SO2,Sulfur dioxide column number density,1630454400000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001c,7.135047603843227E-4,7.51089071854949E-4,9.121858165599406E-4,VALID,FIG_3,1,2021-10,10,2021-10-01,SO2,Sulfur dioxide column number density,1633046400000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001d,0.03530626937236643,0.03519888872314311,0.03649009821378527,VALID,FIG_3,1,2021-10,10,2021-10-01,CO,Carbon monoxide column number density,1633046400000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001b,5.860013513633604E-5,5.637564079158789E-5,7.11333141225623E-5,VALID,FIG_3,1,2021-10,10,2021-10-01,NO2,Tropospheric nitrogen dioxide column number density,1633046400000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000020,0.03370950827384376,0.033621242030448646,0.03466774895787239,VALID,FIG_3,1,2021-11,11,2021-11-01,CO,Carbon monoxide column number density,1635724800000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001e,6.146308658445084E-5,6.302632227107193E-5,6.854148939185376E-5,VALID,FIG_3,1,2021-11,11,2021-11-01,NO2,Tropospheric nitrogen dioxide column number density,1635724800000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_0000000000000000001f,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2021-11,11,2021-11-01,SO2,Sulfur dioxide column number density,1635724800000,mol/m2,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000022,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2021-12,12,2021-12-01,SO2,Sulfur dioxide column number density,1638316800000,mol/m2,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000023,0.03364575292770653,0.0337090503991298,0.03412624076235534,VALID,FIG_3,1,2021-12,12,2021-12-01,CO,Carbon monoxide column number density,1638316800000,mol/m2,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000021,2.5780423363541558E-5,2.4529575689860253E-5,4.8422331120472666E-5,VALID,FIG_3,1,2021-12,12,2021-12-01,NO2,Tropospheric nitrogen dioxide column number density,1638316800000,mol/m2,88.41673557971241,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000002,0.03439235587808573,0.0343993251630794,0.034857083062659826,VALID,FIG_3,1,2022-01,1,2022-01-01,CO,Carbon monoxide column number density,1640995200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000001,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2022-01,1,2022-01-01,SO2,Sulfur dioxide column number density,1640995200000,mol/m2,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000000,4.880320763608083E-5,3.952746605170498E-5,8.140657864248332E-5,VALID,FIG_3,1,2022-01,1,2022-01-01,NO2,Tropospheric nitrogen dioxide column number density,1640995200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000004,0.002259185049934588,0.0020849232096225023,0.0030324968975037336,VALID,FIG_3,1,2022-02,2,2022-02-01,SO2,Sulfur dioxide column number density,1643673600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000005,0.03750100524314785,0.03706148235121392,0.039746879204082104,VALID,FIG_3,1,2022-02,2,2022-02-01,CO,Carbon monoxide column number density,1643673600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000003,5.4061709546966744E-5,5.086005685305333E-5,7.041123539350985E-5,VALID,FIG_3,1,2022-02,2,2022-02-01,NO2,Tropospheric nitrogen dioxide column number density,1643673600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000008,0.037123544244451044,0.03713125997659726,0.03766944382656171,VALID,FIG_3,1,2022-03,3,2022-03-01,CO,Carbon monoxide column number density,1646092800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000007,6.492004146076853E-4,6.17307610809803E-4,9.875164832919836E-4,VALID,FIG_3,1,2022-03,3,2022-03-01,SO2,Sulfur dioxide column number density,1646092800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000006,3.391444515068645E-5,3.4280595960526504E-5,3.904108743881807E-5,VALID,FIG_3,1,2022-03,3,2022-03-01,NO2,Tropospheric nitrogen dioxide column number density,1646092800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000009,2.3375485286554254E-5,2.3436994324170994E-5,2.6761923629781832E-5,VALID,FIG_3,1,2022-04,4,2022-04-01,NO2,Tropospheric nitrogen dioxide column number density,1648771200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000b,0.034824117498908645,0.03484136010278073,0.0355744706221212,VALID,FIG_3,1,2022-04,4,2022-04-01,CO,Carbon monoxide column number density,1648771200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000a,1.7676000368985076E-4,1.5766923024784774E-4,3.2910663867369294E-4,VALID,FIG_3,1,2022-04,4,2022-04-01,SO2,Sulfur dioxide column number density,1648771200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000c,2.4883712298079147E-5,2.473089830999867E-5,2.9009163426962914E-5,VALID,FIG_3,1,2022-05,5,2022-05-01,NO2,Tropospheric nitrogen dioxide column number density,1651363200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000d,2.204035230471686E-4,2.2466960945166647E-4,4.0464173071086407E-4,VALID,FIG_3,1,2022-05,5,2022-05-01,SO2,Sulfur dioxide column number density,1651363200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000e,0.03183518663790369,0.03183809748000885,0.03226415130350101,VALID,FIG_3,1,2022-05,5,2022-05-01,CO,Carbon monoxide column number density,1651363200000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000011,0.028413706385740457,0.02840507949843119,0.02917905089226091,VALID,FIG_3,1,2022-06,6,2022-06-01,CO,Carbon monoxide column number density,1654041600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000010,1.4420174935842538E-4,1.5444611199200153E-4,2.1947483764961362E-4,VALID,FIG_3,1,2022-06,6,2022-06-01,SO2,Sulfur dioxide column number density,1654041600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000000f,2.940706826399791E-5,2.9264336789586355E-5,3.476554383340906E-5,VALID,FIG_3,1,2022-06,6,2022-06-01,NO2,Tropospheric nitrogen dioxide column number density,1654041600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000014,0.02882496651384946,0.028817083470759883,0.02939465932616193,VALID,FIG_3,1,2022-07,7,2022-07-01,CO,Carbon monoxide column number density,1656633600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000013,5.497227018741975E-5,5.9466747188707814E-5,1.0717691475292668E-4,VALID,FIG_3,1,2022-07,7,2022-07-01,SO2,Sulfur dioxide column number density,1656633600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000012,2.7524815641329413E-5,2.7493004999253364E-5,3.248786652685156E-5,VALID,FIG_3,1,2022-07,7,2022-07-01,NO2,Tropospheric nitrogen dioxide column number density,1656633600000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000017,0.031357581962971386,0.031397324587617605,0.03208662843086292,VALID,FIG_3,1,2022-08,8,2022-08-01,CO,Carbon monoxide column number density,1659312000000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000015,3.3709776825074135E-5,3.341911011340645E-5,3.780839506362099E-5,VALID,FIG_3,1,2022-08,8,2022-08-01,NO2,Tropospheric nitrogen dioxide column number density,1659312000000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000016,6.981963268565157E-6,1.2286405763006769E-5,4.0100909245666116E-5,VALID,FIG_3,1,2022-08,8,2022-08-01,SO2,Sulfur dioxide column number density,1659312000000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000018,2.4794114218106697E-5,2.413946714059373E-5,3.284087870270014E-5,VALID,FIG_3,1,2022-09,9,2022-09-01,NO2,Tropospheric nitrogen dioxide column number density,1661990400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001a,0.02871047289955504,0.028646017636777616,0.0294614874496026,VALID,FIG_3,1,2022-09,9,2022-09-01,CO,Carbon monoxide column number density,1661990400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000019,1.99136619584008E-4,2.0602167933247983E-4,4.0541496127843857E-4,VALID,FIG_3,1,2022-09,9,2022-09-01,SO2,Sulfur dioxide column number density,1661990400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001d,0.027898387160170724,0.027823443282280542,0.028735851248105366,VALID,FIG_3,1,2022-10,10,2022-10-01,CO,Carbon monoxide column number density,1664582400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001b,3.2005557162583325E-5,3.224136230126929E-5,3.533867130396116E-5,VALID,FIG_3,1,2022-10,10,2022-10-01,NO2,Tropospheric nitrogen dioxide column number density,1664582400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001c,5.993288235350236E-4,5.934246000833809E-4,8.772580767981708E-4,VALID,FIG_3,1,2022-10,10,2022-10-01,SO2,Sulfur dioxide column number density,1664582400000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000020,0.028962121247991763,0.029015629608954534,0.02950449147878366,VALID,FIG_3,1,2022-11,11,2022-11-01,CO,Carbon monoxide column number density,1667260800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001f,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2022-11,11,2022-11-01,SO2,Sulfur dioxide column number density,1667260800000,mol/m2,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_0000000000000000001e,5.117244038492563E-5,5.328585903043859E-5,6.474081421816356E-5,VALID,FIG_3,1,2022-11,11,2022-11-01,NO2,Tropospheric nitrogen dioxide column number density,1667260800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000023,0.031252990152069074,0.03119811990797096,0.03198961866940742,VALID,FIG_3,1,2022-12,12,2022-12-01,CO,Carbon monoxide column number density,1669852800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000021,3.0879355303306606E-5,3.081192552571705E-5,3.5470669917668164E-5,VALID,FIG_3,1,2022-12,12,2022-12-01,NO2,Tropospheric nitrogen dioxide column number density,1669852800000,mol/m2,100.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000000022,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2022-12,12,2022-12-01,SO2,Sulfur dioxide column number density,1669852800000,mol/m2,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000001,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2023-01,1,2023-01-01,SO2,Sulfur dioxide column number density,1672531200000,mol/m2,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000000,3.5887542220151066E-5,3.6448622623815346E-5,4.191430283147687E-5,VALID,FIG_3,1,2023-01,1,2023-01-01,NO2,Tropospheric nitrogen dioxide column number density,1672531200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000002,0.03186969158473342,0.031657164168486435,0.03302741985853438,VALID,FIG_3,1,2023-01,1,2023-01-01,CO,Carbon monoxide column number density,1672531200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000004,0.001084933056789164,0.001224152510985732,0.001962868729606271,VALID,FIG_3,1,2023-02,2,2023-02-01,SO2,Sulfur dioxide column number density,1675209600000,mol/m2,99.80334247710296,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000003,3.971324818100001E-5,3.9356014251006354E-5,5.703618064233109E-5,VALID,FIG_3,1,2023-02,2,2023-02-01,NO2,Tropospheric nitrogen dioxide column number density,1675209600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000005,0.03457651763905785,0.034553973370685345,0.03525219755883543,VALID,FIG_3,1,2023-02,2,2023-02-01,CO,Carbon monoxide column number density,1675209600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000007,7.009759641641433E-4,6.524299387820065E-4,9.700358496047556E-4,VALID,FIG_3,1,2023-03,3,2023-03-01,SO2,Sulfur dioxide column number density,1677628800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000008,0.03463689996670072,0.034643647688758245,0.03542578965425491,VALID,FIG_3,1,2023-03,3,2023-03-01,CO,Carbon monoxide column number density,1677628800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000006,3.232891079299589E-5,3.16403320303905E-5,4.0368217923969496E-5,VALID,FIG_3,1,2023-03,3,2023-03-01,NO2,Tropospheric nitrogen dioxide column number density,1677628800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000009,3.210142599261186E-5,3.2052772781268383E-5,3.873164375619223E-5,VALID,FIG_3,1,2023-04,4,2023-04-01,NO2,Tropospheric nitrogen dioxide column number density,1680307200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000b,0.03332267270013033,0.03323802724480629,0.03424868211629307,VALID,FIG_3,1,2023-04,4,2023-04-01,CO,Carbon monoxide column number density,1680307200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000a,7.990323150415088E-5,1.0003470379160717E-5,6.710872985422611E-4,VALID,FIG_3,1,2023-04,4,2023-04-01,SO2,Sulfur dioxide column number density,1680307200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000c,3.408857824082976E-5,3.390549910336202E-5,4.2735122406156734E-5,VALID,FIG_3,1,2023-05,5,2023-05-01,NO2,Tropospheric nitrogen dioxide column number density,1682899200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000e,0.03386083398499766,0.03379108085505752,0.034509128890931606,VALID,FIG_3,1,2023-05,5,2023-05-01,CO,Carbon monoxide column number density,1682899200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000d,7.566188103183365E-5,6.895908154547215E-5,1.9541093206498772E-4,VALID,FIG_3,1,2023-05,5,2023-05-01,SO2,Sulfur dioxide column number density,1682899200000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000000f,2.5498923542821576E-5,2.5093087205759194E-5,3.009917077822084E-5,VALID,FIG_3,1,2023-06,6,2023-06-01,NO2,Tropospheric nitrogen dioxide column number density,1685577600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000010,7.710407318170604E-5,8.094617078313604E-5,1.2748183507937938E-4,VALID,FIG_3,1,2023-06,6,2023-06-01,SO2,Sulfur dioxide column number density,1685577600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000011,0.03510749002936919,0.035118328641977996,0.03588089833152757,VALID,FIG_3,1,2023-06,6,2023-06-01,CO,Carbon monoxide column number density,1685577600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000014,0.03524436885914394,0.035163826479822025,0.036079408894466466,VALID,FIG_3,1,2023-07,7,2023-07-01,CO,Carbon monoxide column number density,1688169600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000012,2.4227707295478425E-5,2.3655025360128083E-5,2.9041086929674693E-5,VALID,FIG_3,1,2023-07,7,2023-07-01,NO2,Tropospheric nitrogen dioxide column number density,1688169600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000013,2.8947754793117794E-5,1.9266208255430683E-5,9.143224451690912E-5,VALID,FIG_3,1,2023-07,7,2023-07-01,SO2,Sulfur dioxide column number density,1688169600000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000015,3.423961006166205E-5,3.3899479459103254E-5,4.020553569716867E-5,VALID,FIG_3,1,2023-08,8,2023-08-01,NO2,Tropospheric nitrogen dioxide column number density,1690848000000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000016,1.3560471633832954E-5,1.5859246559557505E-5,5.272764610708691E-5,VALID,FIG_3,1,2023-08,8,2023-08-01,SO2,Sulfur dioxide column number density,1690848000000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000017,0.034956276156252845,0.034981347893568965,0.03541013273545577,VALID,FIG_3,1,2023-08,8,2023-08-01,CO,Carbon monoxide column number density,1690848000000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000018,3.3419880767954426E-5,3.188639936999578E-5,4.1305696868221276E-5,VALID,FIG_3,1,2023-09,9,2023-09-01,NO2,Tropospheric nitrogen dioxide column number density,1693526400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000019,1.8440064971454246E-4,1.990816235775128E-4,2.4945285986177623E-4,VALID,FIG_3,1,2023-09,9,2023-09-01,SO2,Sulfur dioxide column number density,1693526400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001a,0.036317911021681866,0.036187320901411225,0.03721623495221138,VALID,FIG_3,1,2023-09,9,2023-09-01,CO,Carbon monoxide column number density,1693526400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001d,0.03685600505068526,0.036852530949211995,0.03777020856476497,VALID,FIG_3,1,2023-10,10,2023-10-01,CO,Carbon monoxide column number density,1696118400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001c,5.322935411089691E-4,5.394097534008324E-4,7.181077962741256E-4,VALID,FIG_3,1,2023-10,10,2023-10-01,SO2,Sulfur dioxide column number density,1696118400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001b,3.500031904577021E-5,3.510179335814526E-5,3.948888661398087E-5,VALID,FIG_3,1,2023-10,10,2023-10-01,NO2,Tropospheric nitrogen dioxide column number density,1696118400000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000020,0.03403869121061349,0.034072543697994805,0.03524198999796971,VALID,FIG_3,1,2023-11,11,2023-11-01,CO,Carbon monoxide column number density,1698796800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001e,3.198221576124515E-5,3.142121334997296E-5,3.7095778866136615E-5,VALID,FIG_3,1,2023-11,11,2023-11-01,NO2,Tropospheric nitrogen dioxide column number density,1698796800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001f,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2023-11,11,2023-11-01,SO2,Sulfur dioxide column number density,1698796800000,mol/m2,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000021,4.2376909940156395E-5,4.3490528187582625E-5,5.042392086651784E-5,VALID,FIG_3,1,2023-12,12,2023-12-01,NO2,Tropospheric nitrogen dioxide column number density,1701388800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000023,0.03442475936437964,0.03440025686945545,0.035272191750778115,VALID,FIG_3,1,2023-12,12,2023-12-01,CO,Carbon monoxide column number density,1701388800000,mol/m2,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000022,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2023-12,12,2023-12-01,SO2,Sulfur dioxide column number density,1701388800000,mol/m2,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,3.9263174453327855E-5,4.116270307955953E-5,5.273320937770582E-5,VALID,FIG_3,1,2024-01,1,2024-01-01,NO2,Tropospheric nitrogen dioxide column number density,1704067200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,,,,NA_NO_VALID_FINAL_RASTER_DATA,FIG_3,0,2024-01,1,2024-01-01,SO2,Sulfur dioxide column number density,1704067200000,mol/m2,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,0.0353962717567505,0.03556309479333106,0.036035546101629734,VALID,FIG_3,1,2024-01,1,2024-01-01,CO,Carbon monoxide column number density,1704067200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000004,0.0012077298588572415,0.0010387046495452523,0.002396624069660902,VALID,FIG_3,1,2024-02,2,2024-02-01,SO2,Sulfur dioxide column number density,1706745600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005,0.03513045717693689,0.03510232698915759,0.03607754306253141,VALID,FIG_3,1,2024-02,2,2024-02-01,CO,Carbon monoxide column number density,1706745600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003,3.0132197516099625E-5,2.8963790082032015E-5,4.09154558391654E-5,VALID,FIG_3,1,2024-02,2,2024-02-01,NO2,Tropospheric nitrogen dioxide column number density,1706745600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008,0.037344644899691595,0.03730850678227289,0.038310180998856004,VALID,FIG_3,1,2024-03,3,2024-03-01,CO,Carbon monoxide column number density,1709251200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006,4.255705026141574E-5,4.1666603472575436E-5,4.931540327864544E-5,VALID,FIG_3,1,2024-03,3,2024-03-01,NO2,Tropospheric nitrogen dioxide column number density,1709251200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000007,0.0011860950004158742,0.0011216475395485759,0.002060179365798831,VALID,FIG_3,1,2024-03,3,2024-03-01,SO2,Sulfur dioxide column number density,1709251200000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a,2.8551821231498234E-4,2.9876860207878053E-4,5.413281032815576E-4,VALID,FIG_3,1,2024-04,4,2024-04-01,SO2,Sulfur dioxide column number density,1711929600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009,3.654855630798831E-5,3.477585362065898E-5,4.500907380133867E-5,VALID,FIG_3,1,2024-04,4,2024-04-01,NO2,Tropospheric nitrogen dioxide column number density,1711929600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b,0.035798181321315285,0.035727176014113966,0.036512590944767,VALID,FIG_3,1,2024-04,4,2024-04-01,CO,Carbon monoxide column number density,1711929600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e,0.03382757684627654,0.03370203822851181,0.03484466414771635,VALID,FIG_3,1,2024-05,5,2024-05-01,CO,Carbon monoxide column number density,1714521600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d,2.6779601154359767E-4,2.9818128678016365E-4,3.8732102257199585E-4,VALID,FIG_3,1,2024-05,5,2024-05-01,SO2,Sulfur dioxide column number density,1714521600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000c,3.2420818450184536E-5,3.141318794873643E-5,4.178179588052444E-5,VALID,FIG_3,1,2024-05,5,2024-05-01,NO2,Tropospheric nitrogen dioxide column number density,1714521600000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000f,3.109998985647541E-5,3.0470292752335785E-5,3.8682831215873394E-5,VALID,FIG_3,1,2024-06,6,2024-06-01,NO2,Tropospheric nitrogen dioxide column number density,1717200000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000011,0.031018641901443458,0.030967491611616722,0.031865494067178056,VALID,FIG_3,1,2024-06,6,2024-06-01,CO,Carbon monoxide column number density,1717200000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000010,1.0130761882405668E-4,9.985864744521677E-5,2.562148729339242E-4,VALID,FIG_3,1,2024-06,6,2024-06-01,SO2,Sulfur dioxide column number density,1717200000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000012,3.3389605338615004E-5,3.0431747375608443E-5,4.4243018538258246E-5,VALID,FIG_3,1,2024-07,7,2024-07-01,NO2,Tropospheric nitrogen dioxide column number density,1719792000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014,0.034040626909331746,0.034018582105636595,0.03467783204426891,VALID,FIG_3,1,2024-07,7,2024-07-01,CO,Carbon monoxide column number density,1719792000000,mol/m2,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
